game_index,category,split,seed,lineup,rewards,statuses,winners
62,without_mine,train,20260678,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
63,without_mine,train,20260679,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
67,without_mine,train,20260683,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
66,without_mine,train,20260682,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
64,without_mine,train,20260680,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
65,without_mine,train,20260681,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
69,without_mine,train,20260685,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
72,without_mine,train,20260688,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
68,without_mine,train,20260684,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
73,without_mine,train,20260689,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
71,without_mine,train,20260687,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
70,without_mine,train,20260686,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
76,without_mine,train,20260692,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
75,without_mine,train,20260691,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
74,without_mine,train,20260690,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
79,without_mine,train,20260695,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
77,without_mine,train,20260693,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
78,without_mine,train,20260694,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
81,without_mine,train,20260697,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
82,without_mine,train,20260698,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
83,without_mine,train,20260699,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
84,without_mine,train,20260700,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
85,without_mine,train,20260701,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
86,without_mine,train,20260702,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
87,without_mine,train,20260703,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
88,without_mine,train,20260704,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
80,without_mine,train,20260696,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
89,without_mine,train,20260705,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
93,without_mine,train,20260709,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
90,without_mine,train,20260706,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
92,without_mine,train,20260708,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
95,without_mine,train,20260711,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
96,without_mine,train,20260712,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
94,without_mine,train,20260710,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
97,without_mine,train,20260713,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
99,without_mine,train,20260715,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
98,without_mine,train,20260714,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
102,without_mine,train,20260718,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
91,without_mine,train,20260707,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
103,without_mine,train,20260719,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
101,without_mine,train,20260717,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
106,without_mine,train,20260722,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
104,without_mine,train,20260720,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
107,without_mine,train,20260723,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
105,without_mine,train,20260721,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
109,without_mine,train,20260725,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
100,without_mine,train,20260716,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
112,without_mine,train,20260728,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
111,without_mine,train,20260727,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
113,without_mine,train,20260729,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
110,without_mine,train,20260726,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
108,without_mine,train,20260724,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
114,without_mine,train,20260730,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
115,without_mine,train,20260731,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
117,without_mine,train,20260733,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
116,without_mine,train,20260732,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
118,without_mine,train,20260734,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
119,without_mine,train,20260735,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
121,without_mine,train,20260737,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
122,without_mine,train,20260738,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
120,without_mine,train,20260736,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
123,without_mine,train,20260739,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
126,without_mine,train,20260742,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
127,without_mine,train,20260743,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
125,without_mine,train,20260741,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
124,without_mine,train,20260740,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
129,without_mine,train,20260745,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
132,without_mine,train,20260748,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
131,without_mine,train,20260747,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
133,without_mine,train,20260749,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
130,without_mine,train,20260746,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
128,without_mine,train,20260744,best intruder smith 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
136,without_mine,train,20260752,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
134,without_mine,train,20260750,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
137,without_mine,train,20260753,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
135,without_mine,train,20260751,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
138,without_mine,train,20260754,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
139,without_mine,train,20260755,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
142,without_mine,train,20260758,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
143,without_mine,train,20260759,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
140,without_mine,train,20260756,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
141,without_mine,train,20260757,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
144,without_mine,train,20260760,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
146,without_mine,train,20260762,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
147,without_mine,train,20260763,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
145,without_mine,train,20260761,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
151,without_mine,train,20260767,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
149,without_mine,train,20260765,best intruder smith 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
152,without_mine,train,20260768,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
148,without_mine,train,20260764,best intruder smith 1200,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
153,without_mine,train,20260769,intruder smith,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""smith""]"
154,without_mine,train,20260770,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
156,without_mine,train,20260772,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
150,without_mine,train,20260766,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
155,without_mine,train,20260771,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
157,without_mine,train,20260773,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
159,without_mine,train,20260775,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
161,without_mine,train,20260777,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
162,without_mine,train,20260778,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
158,without_mine,train,20260774,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
163,without_mine,train,20260779,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
165,without_mine,train,20260781,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
164,without_mine,train,20260780,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
160,without_mine,train,20260776,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
166,without_mine,train,20260782,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
167,without_mine,train,20260783,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
169,without_mine,train,20260785,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
172,without_mine,train,20260788,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
171,without_mine,train,20260787,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
173,without_mine,train,20260789,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
174,without_mine,train,20260790,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
175,without_mine,train,20260791,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
176,without_mine,train,20260792,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
168,without_mine,train,20260784,best intruder smith 1200,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
179,without_mine,train,20260795,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
170,without_mine,train,20260786,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
178,without_mine,train,20260794,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
177,without_mine,train,20260793,intruder 1039,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""1039""]"
181,without_mine,train,20260797,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
182,without_mine,train,20260798,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
183,without_mine,train,20260799,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
180,without_mine,train,20260796,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
187,without_mine,train,20260803,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
186,without_mine,train,20260802,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
184,without_mine,train,20260800,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
189,without_mine,train,20260805,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
185,without_mine,train,20260801,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
191,without_mine,train,20260807,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
192,without_mine,train,20260808,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
193,without_mine,train,20260809,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
195,without_mine,train,20260811,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
194,without_mine,train,20260810,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
188,without_mine,train,20260804,best intruder smith 1200,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1200""]"
196,without_mine,train,20260812,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
197,without_mine,train,20260813,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
199,without_mine,train,20260815,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
198,without_mine,train,20260814,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
201,without_mine,train,20260817,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
190,without_mine,train,20260806,best intruder 1200 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1200""]"
202,without_mine,train,20260818,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
203,without_mine,train,20260819,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
205,without_mine,train,20260821,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
206,without_mine,train,20260822,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
207,without_mine,train,20260823,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
204,without_mine,train,20260820,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
200,without_mine,train,20260816,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
208,without_mine,train,20260824,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
211,without_mine,train,20260827,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
212,without_mine,train,20260828,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
213,without_mine,train,20260829,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
209,without_mine,train,20260825,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
216,without_mine,train,20260832,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
214,without_mine,train,20260830,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
215,without_mine,train,20260831,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
217,without_mine,train,20260833,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
210,without_mine,train,20260826,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
218,without_mine,train,20260834,best intruder smith 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
221,without_mine,train,20260837,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
220,without_mine,train,20260836,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
222,without_mine,train,20260838,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
223,without_mine,train,20260839,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
224,without_mine,train,20260840,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
226,without_mine,train,20260842,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
