split,category,lineup,player,step,target_win,role,phase,target_owner_group,target_quadrant,action_target,sample_weight,sample_kind,compare_target_id,sun_penalty,long_flight_penalty,opportunity_penalty,overtake_bonus,board_ownership_bonus,projected_overtake_count,overtake_focus_weight,trend_identity,pressure_reason,pressure_target_id,pressure_quadrant,pressure_source_count,pressure_fleet_count,pressure_hostile_ships,pressure_projected_defense,pressure_defense_ratio,pressure_eta_spread
train,without_mine,best smith,best,80,1,expander,attack,enemy,Q3_NE,0.722943,1.984623,chosen_action,,0.0,0.00573,0.4,0.130492,0.05292,0.0,1.984623,pressured,concentrated_inbound,2,Q3_NE,2,2,69,69.0,1.0,0.379
train,without_mine,best smith,best,80,1,expander,attack,enemy,Q2_NW,0.787418,2.468833,chosen_action,,0.0,0.18,0.224245,0.209059,0.27192,0.0,2.468833,pressured,concentrated_inbound,2,Q3_NE,2,2,69,69.0,1.0,0.379
train,without_mine,intruder smith,intruder,50,1,expander,expansion,neutral,Q1_SW,1.0,2.328152,chosen_action,,0.0,0.008603,0.0,0.223569,0.58636,0.0,2.328152,pressured,concentrated_inbound,1,Q1_SW,2,3,64,130.0,0.4923,6.508
train,without_mine,intruder smith,intruder,60,1,expander,expansion,enemy,Q3_NE,1.0,2.538179,chosen_action,,0.0,0.033792,0.0,0.223496,0.297622,0.0,2.538179,pressured,concentrated_inbound,9,Q1_SW,2,4,124,123.0,1.0081,7.193
train,without_mine,intruder smith,intruder,60,1,shield,expansion,friendly,Q1_SW,0.529813,1.498749,chosen_action,,0.0,0.18,0.075054,0.081632,0.22432,0.0,1.498749,pressured,concentrated_inbound,9,Q1_SW,2,4,124,123.0,1.0081,7.193
train,without_mine,intruder smith,smith,60,0,expander,expansion,neutral,Q1_SW,0.282859,2.042211,chosen_action,,0.0,0.18,0.081508,0.190057,0.434129,0.0,2.042211,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,smith,60,0,sweeper,expansion,enemy,Q1_SW,0.403692,3.524609,chosen_action,,0.0,0.18,0.081925,0.460199,0.311209,0.0,3.524609,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,intruder,70,1,expander,expansion,enemy,Q3_NE,0.730326,2.230856,chosen_action,,0.0,0.0,0.4,0.158884,0.18484,0.0,2.230856,pressured,concentrated_inbound,9,Q1_SW,2,5,110,196.0,0.5612,7.585
train,without_mine,intruder smith,intruder,70,1,sweeper,expansion,friendly,Q3_NE,0.758132,1.927261,chosen_action,,0.0,0.056882,0.111134,0.171979,0.38112,0.0,1.927261,pressured,concentrated_inbound,9,Q1_SW,2,5,110,196.0,0.5612,7.585
train,without_mine,intruder smith,smith,70,0,shield,expansion,friendly,Q2_NW,0.356877,2.223134,chosen_action,,0.0,0.0,0.0,0.310379,0.35424,0.0,2.223134,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,smith,70,0,expander,expansion,enemy,Q1_SW,0.459165,3.831089,chosen_action,,0.0,0.18,0.339888,0.550129,0.378356,0.0,3.831089,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,smith,70,0,expander,expansion,enemy,Q1_SW,0.499778,3.667536,chosen_action,,0.0,0.18,0.028932,0.538704,0.277516,0.0,3.667536,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,smith,70,0,expander,expansion,neutral,Q1_SW,0.282491,1.974314,chosen_action,,0.0,0.18,0.04045,0.166364,0.425956,0.0,1.974314,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,smith,70,0,anchor,expansion,friendly,Q2_NW,0.146916,1.485189,chosen_action,,0.0,0.125628,0.169555,0.136957,0.11592,0.0,1.485189,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,intruder,80,1,expander,expansion,friendly,Q1_SW,1.0,1.679336,chosen_action,,0.0,0.046439,0.0,0.119707,0.2904,0.0,1.679336,pressured,concentrated_inbound,1,Q1_SW,3,4,90,54.0,1.6667,4.289
train,without_mine,intruder smith,intruder,80,1,expander,expansion,friendly,Q3_NE,0.755937,1.404629,chosen_action,,0.0,0.18,0.116778,0.061788,0.18988,0.0,1.404629,pressured,concentrated_inbound,1,Q1_SW,3,4,90,54.0,1.6667,4.289
train,without_mine,intruder smith,smith,80,0,expander,expansion,neutral,Q3_NE,0.236763,1.959018,chosen_action,,0.0,0.18,0.257425,0.181038,0.388538,0.0,1.959018,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder smith,intruder,90,1,expander,expansion,enemy,Q2_NW,0.838129,2.828207,chosen_action,,0.0,0.0,0.4,0.281585,0.409187,0.0,2.828207,pressured,concentrated_inbound,9,Q1_SW,4,4,126,176.0,0.7159,8.307
train,without_mine,intruder smith,intruder,90,1,expander,expansion,enemy,Q2_NW,0.830152,2.828207,chosen_action,,0.0,0.18,0.227977,0.281585,0.409187,0.0,2.828207,pressured,concentrated_inbound,9,Q1_SW,4,4,126,176.0,0.7159,8.307
train,without_mine,best intruder,intruder,50,0,expander,established,friendly,Q3_NE,0.347737,2.919825,chosen_action,,0.0,0.0,0.4,0.289455,0.24084,1.0,2.919825,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,60,0,sweeper,established,friendly,Q2_NW,0.405266,3.100044,chosen_action,,0.0,0.053411,0.0,0.340763,0.28312,1.0,3.100044,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,80,0,shield,attack,friendly,Q3_NE,0.517609,3.709268,chosen_action,,0.0,0.0,0.0,0.496169,0.45812,1.0,3.709268,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,80,0,sweeper,attack,friendly,Q3_NE,0.531312,3.709268,chosen_action,,0.0,0.0,0.0,0.496169,0.45812,1.0,3.709268,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,80,0,anchor,attack,friendly,Q2_NW,0.433782,3.280756,chosen_action,,0.0,0.044586,0.0,0.405823,0.30132,1.0,3.280756,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,100,1,expander,attack,enemy,Q2_NW,1.0,4.620367,chosen_action,,0.0,0.0,0.0,0.531652,0.329187,1.0,4.620367,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,100,1,shield,attack,friendly,Q0_SE,1.0,3.05887,chosen_action,,0.0,0.0,0.0,0.316678,0.29544,1.0,3.05887,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,100,0,expander,attack,friendly,Q1_SW,0.334457,2.03898,chosen_action,,0.0,0.0,0.0,0.195533,0.422,0.0,2.03898,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,100,0,expander,attack,friendly,Q1_SW,0.241011,1.833141,chosen_action,,0.0,0.007262,0.242482,0.152135,0.34668,0.0,1.833141,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,100,0,expander,attack,friendly,Q3_NE,0.209962,1.69311,chosen_action,,0.0,0.0,0.4,0.122611,0.29544,0.0,1.69311,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,110,1,attacker,attack,enemy,Q1_SW,1.0,2.56165,chosen_action,,0.0,0.18,0.0,0.227915,0.307151,0.0,2.56165,pressured,concentrated_inbound,3,Q2_NW,2,2,92,17.0,5.4118,0.111
train,without_mine,best intruder,intruder,110,0,expander,expansion,enemy,Q3_NE,0.626315,4.338817,chosen_action,,0.0,0.0,0.0,0.741857,0.4136,0.0,4.338817,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,110,0,expander,expansion,friendly,Q3_NE,0.279252,2.177427,chosen_action,,0.0,0.053411,0.119324,0.297477,0.34332,0.0,2.177427,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,130,1,sweeper,established,friendly,Q1_SW,1.0,2.263949,chosen_action,,0.0,0.0,0.0,0.242965,0.50432,0.0,2.263949,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,140,0,sweeper,attack,friendly,Q2_NW,0.33193,2.343845,chosen_action,,0.0,0.041731,0.0,0.344453,0.38308,0.0,2.343845,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,140,0,expander,attack,friendly,Q3_NE,0.235126,1.896159,chosen_action,,0.0,0.0,0.4,0.218082,0.27612,0.0,1.896159,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,150,1,expander,attack,enemy,Q3_NE,0.713015,3.113381,chosen_action,,0.0,0.142004,0.0,0.338238,0.519711,0.0,3.113381,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,150,0,expander,attack,enemy,Q2_NW,0.511571,3.42997,chosen_action,,0.0,0.0,0.0,0.454563,0.251124,0.0,3.42997,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,150,0,shield,attack,friendly,Q3_NE,0.339816,2.454008,chosen_action,,0.0,0.051283,0.0,0.375549,0.4094,0.0,2.454008,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,160,1,expander,attack,friendly,Q1_SW,0.938188,1.699996,chosen_action,,0.0,0.0,0.152663,0.124063,0.29796,0.0,1.699996,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,160,1,expander,attack,enemy,Q3_NE,1.0,2.718103,chosen_action,,0.0,0.0,0.0,0.257566,0.370329,0.0,2.718103,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,160,0,anchor,attack,friendly,Q3_NE,0.226596,1.829357,chosen_action,,0.0,0.0,0.4,0.199226,0.26016,0.0,1.829357,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,170,0,anchor,attack,friendly,Q3_NE,0.250027,1.896159,chosen_action,,0.0,0.0,0.313241,0.218082,0.27612,0.0,1.896159,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,190,1,shield,established,friendly,Q3_NE,1.0,2.027502,chosen_action,,0.0,0.0,0.0,0.193113,0.4178,0.0,2.027502,pressured,concentrated_inbound,18,Q3_NE,2,2,200,25.0,8.0,0.789
train,without_mine,intruder 1200,intruder,0,1,anchor,initiation,neutral,Q0_SE,0.322136,1.91571,chosen_action,,0.0,0.117227,0.4,0.136611,0.43544,0.0,1.91571,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,0,0,anchor,initiation,neutral,Q2_NW,0.159917,1.91571,chosen_action,,0.0,0.117227,0.4,0.136611,0.43544,0.0,1.91571,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,10,0,expander,expansion,neutral,Q2_NW,0.549852,3.850936,chosen_action,,0.0,0.0,0.0,0.513617,0.53204,1.0,3.850936,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,20,0,anchor,expansion,neutral,Q2_NW,0.389581,3.338824,chosen_action,,0.0,0.18,0.011565,0.397438,0.35924,1.0,3.338824,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,40,1,expander,expansion,neutral,Q1_SW,0.779728,2.150626,chosen_action,,0.0,0.18,0.189966,0.18614,0.5214,0.0,2.150626,pressured,concentrated_inbound,26,Q3_NE,2,5,59,70.0,0.8429,6.831
train,without_mine,intruder 1200,1200,40,0,anchor,expansion,neutral,Q3_NE,0.202561,1.849625,chosen_action,,0.0,0.18,0.018153,0.154603,0.354502,0.0,1.849625,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,40,0,expander,expansion,friendly,Q1_SW,0.2754,2.074707,chosen_action,,0.0,0.18,0.133022,0.264487,0.32588,0.0,2.074707,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,50,1,expander,expansion,enemy,Q3_NE,1.0,2.808582,chosen_action,,0.0,0.111196,0.0,0.280691,0.39624,0.0,2.808582,pressured,concentrated_inbound,26,Q3_NE,2,6,94,106.0,0.8868,6.831
train,without_mine,intruder 1200,intruder,50,1,expander,expansion,friendly,Q3_NE,0.600931,1.587674,chosen_action,,0.0,0.18,0.014947,0.123904,0.21504,0.0,1.587674,pressured,concentrated_inbound,26,Q3_NE,2,6,94,106.0,0.8868,6.831
train,without_mine,intruder 1200,1200,50,0,expander,expansion,neutral,Q2_NW,0.280894,1.833974,chosen_action,,0.0,0.0,0.121801,0.151694,0.34808,0.0,1.833974,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,50,0,expander,expansion,neutral,Q2_NW,0.303612,1.833974,chosen_action,,0.0,0.0,0.0,0.151694,0.34808,0.0,1.833974,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,50,0,expander,expansion,friendly,Q3_NE,0.27148,2.567409,chosen_action,,0.0,0.18,0.18841,0.391314,0.465373,0.0,2.567409,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,60,1,expander,expansion,neutral,Q3_NE,0.914018,1.397066,chosen_action,,0.0,0.0,0.137909,0.050784,0.20384,0.0,1.397066,pressured,concentrated_inbound,26,Q3_NE,2,4,93,93.0,1.0,5.925
train,without_mine,intruder 1200,intruder,60,1,expander,expansion,friendly,Q3_NE,0.79023,1.837732,chosen_action,,0.0,0.037233,0.131067,0.153103,0.34836,0.0,1.837732,pressured,concentrated_inbound,26,Q3_NE,2,4,93,93.0,1.0,5.925
train,without_mine,intruder 1200,1200,60,0,expander,attack,friendly,Q2_NW,0.232501,1.998504,chosen_action,,0.0,0.18,0.014979,0.281853,0.23856,0.0,1.998504,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,60,0,attacker,attack,enemy,Q3_NE,0.604573,4.395811,chosen_action,,0.0,0.153591,0.0,0.707527,0.516849,0.0,4.395811,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,60,0,expander,attack,friendly,Q2_NW,0.381425,2.420022,chosen_action,,0.0,0.0,0.0,0.365956,0.40128,0.0,2.420022,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,70,1,expander,expansion,friendly,Q1_SW,1.0,1.615221,chosen_action,,0.0,0.0,0.0,0.129712,0.22512,0.0,1.615221,pressured,concentrated_inbound,26,Q3_NE,2,2,26,55.0,0.4727,8.27
train,without_mine,intruder 1200,1200,70,0,expander,attack,enemy,Q0_SE,0.423387,4.309605,chosen_action,,0.95,0.18,0.038252,0.728023,0.416556,0.0,4.309605,pressured,concentrated_inbound,7,Q2_NW,2,2,149,30.0,4.9667,0.307
train,without_mine,intruder 1200,intruder,80,1,expander,attack,neutral,Q0_SE,0.969694,2.150626,chosen_action,,0.0,0.18,0.0,0.18614,0.5214,0.0,2.150626,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,80,1,expander,attack,friendly,Q2_NW,0.886376,1.774221,chosen_action,,0.0,0.18,0.03406,0.139712,0.32512,0.0,1.774221,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,80,0,anchor,expansion,friendly,Q0_SE,0.078266,1.607599,chosen_action,,0.95,0.18,0.198134,0.137334,0.205924,0.0,1.607599,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,80,0,expander,expansion,enemy,Q3_NE,0.477238,3.803541,chosen_action,,0.0,0.18,0.226302,0.598686,0.271627,0.0,3.803541,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,0,1,expander,initiation,neutral,Q0_SE,0.901664,2.060332,chosen_action,,0.0,0.151398,0.084974,0.167103,0.48836,0.0,2.060332,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,0,0,expander,initiation,neutral,Q2_NW,0.290761,2.060332,chosen_action,,0.0,0.151398,0.084974,0.167103,0.48836,0.0,2.060332,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,10,0,expander,initiation,neutral,Q3_NE,0.26246,2.060332,chosen_action,,0.0,0.18,0.197878,0.167103,0.48836,0.0,2.060332,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,20,0,anchor,established,neutral,Q2_NW,0.495118,3.458903,chosen_action,,0.0,0.0,0.0,0.402246,0.43964,1.0,3.458903,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,30,1,expander,established,neutral,Q1_SW,1.0,1.753487,chosen_action,,0.0,0.009735,0.0,0.102408,0.37608,0.0,1.753487,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,30,0,anchor,established,neutral,Q3_NE,0.195437,1.951169,chosen_action,,0.0,0.18,0.118448,0.184776,0.37608,0.0,1.951169,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,40,1,expander,attack,enemy,Q3_NE,0.521584,2.309787,chosen_action,,0.0,0.18,0.049094,0.198037,0.173702,0.0,2.309787,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,50,1,attacker,attack,enemy,Q3_NE,1.0,2.337261,chosen_action,,0.0,0.0,0.0,0.20452,0.182529,0.0,2.337261,pressured,concentrated_inbound,24,Q1_SW,2,2,25,35.0,0.7143,2.385
train,without_mine,best 1200,1200,50,0,anchor,attack,neutral,Q1_SW,0.164393,1.837349,chosen_action,,0.0,0.18,0.118899,0.173681,0.311493,0.0,1.837349,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,50,0,feeder,attack,neutral,Q0_SE,0.157362,1.771202,chosen_action,,0.0,0.18,0.01271,0.146132,0.311471,0.0,1.771202,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,60,1,expander,established,friendly,Q3_NE,1.0,1.472573,chosen_action,,0.0,0.0,0.0,0.098325,0.175253,0.0,1.472573,pressured,concentrated_inbound,9,Q1_SW,2,4,64,112.0,0.5714,5.393
train,without_mine,best 1200,1200,60,0,feeder,attack,friendly,Q2_NW,0.228935,2.015698,chosen_action,,0.0,0.18,0.047275,0.251825,0.30468,0.0,2.015698,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,60,0,expander,attack,friendly,Q2_NW,0.188428,1.710204,chosen_action,,0.0,0.18,0.051283,0.200473,0.16968,0.0,1.710204,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,60,0,anchor,attack,friendly,Q2_NW,0.320623,2.015698,chosen_action,,0.0,0.0,0.011049,0.251825,0.30468,0.0,2.015698,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,60,0,expander,attack,neutral,Q3_NE,0.139503,1.507385,chosen_action,,0.0,0.18,0.171304,0.094388,0.20804,0.0,1.507385,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,70,1,expander,attack,enemy,Q3_NE,1.0,2.837819,chosen_action,,0.0,0.0,0.0,0.283888,0.412213,0.0,2.837819,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,70,0,anchor,attack,friendly,Q2_NW,0.331984,2.06492,chosen_action,,0.0,0.0,0.0,0.265719,0.31644,0.0,2.06492,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,80,1,expander,established,friendly,Q1_SW,0.980833,1.518806,chosen_action,,0.0,0.0,0.086153,0.109384,0.18984,0.0,1.518806,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,80,0,attacker,attack,enemy,Q3_NE,0.48284,3.285537,chosen_action,,0.0,0.051594,0.0,0.412296,0.21928,0.0,3.285537,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,80,0,expander,attack,enemy,Q3_NE,0.491902,3.285537,chosen_action,,0.0,0.0,0.003496,0.412296,0.21928,0.0,3.285537,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,90,0,expander,attack,enemy,Q2_NW,0.427193,3.0719,chosen_action,,0.0,0.156734,0.033383,0.3852,0.1092,0.0,3.0719,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,90,0,anchor,attack,friendly,Q2_NW,0.335063,2.054372,chosen_action,,0.0,0.0,0.0,0.262742,0.31392,0.0,2.054372,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,90,0,expander,attack,friendly,Q2_NW,0.286544,1.672316,chosen_action,,0.0,0.0,0.0,0.154896,0.22264,0.0,1.672316,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,100,1,expander,established,friendly,Q2_NW,0.790235,1.551548,chosen_action,,0.0,0.0,0.281449,0.092764,0.24364,0.0,1.551548,pressured,concentrated_inbound,11,Q2_NW,2,2,49,37.0,1.3243,0.44
train,without_mine,best 1200,best,100,1,expander,established,friendly,Q3_NE,0.867509,1.489566,chosen_action,,0.0,0.18,0.016173,0.079696,0.22096,0.0,1.489566,pressured,concentrated_inbound,11,Q2_NW,2,2,49,37.0,1.3243,0.44
train,without_mine,best 1039,1039,10,0,expander,initiation,neutral,Q1_SW,0.367585,3.258972,chosen_action,,0.0,0.18,0.354508,0.335478,0.41024,1.0,3.258972,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,30,0,expander,expansion,neutral,Q3_NE,0.347508,3.179736,chosen_action,,0.0,0.18,0.4,0.356193,0.31472,1.0,3.179736,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,40,1,expander,expansion,enemy,Q2_NW,0.916787,2.399485,chosen_action,,0.0,0.18,0.085504,0.215339,0.209387,0.0,2.399485,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,40,0,expander,expansion,enemy,Q0_SE,0.571418,4.54964,chosen_action,,0.0,0.18,0.160424,0.522477,0.293107,1.0,4.54964,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,50,1,expander,expansion,neutral,Q1_SW,1.0,2.255458,chosen_action,,0.0,0.042614,0.008598,0.208243,0.55976,0.0,2.255458,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,50,1,expander,expansion,friendly,Q1_SW,0.811464,1.440755,chosen_action,,0.0,0.18,0.065445,0.092928,0.16128,0.0,1.440755,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,50,0,expander,expansion,neutral,Q3_NE,0.315555,2.055473,chosen_action,,0.0,0.0,0.104453,0.214218,0.401,0.0,2.055473,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,50,0,expander,expansion,neutral,Q2_NW,0.267905,2.066021,chosen_action,,0.0,0.18,0.169436,0.217195,0.40352,0.0,2.066021,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,60,0,expander,expansion,neutral,Q2_NW,0.276748,2.066021,chosen_action,,0.0,0.088298,0.216924,0.217195,0.40352,0.0,2.066021,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,70,1,expander,expansion,enemy,Q2_NW,1.0,2.415687,chosen_action,,0.0,0.0,0.0,0.21749,0.217564,0.0,2.415687,pressured,concentrated_inbound,5,Q1_SW,2,2,60,90.0,0.6667,4.436
train,without_mine,best 1039,best,70,1,expander,expansion,friendly,Q1_SW,1.0,1.319088,chosen_action,,0.0,0.0,0.0,0.067276,0.11676,0.0,1.319088,pressured,concentrated_inbound,5,Q1_SW,2,2,60,90.0,0.6667,4.436
train,without_mine,best 1039,best,70,1,expander,expansion,friendly,Q0_SE,1.0,1.454529,chosen_action,,0.0,0.0,0.0,0.095832,0.16632,0.0,1.454529,pressured,concentrated_inbound,5,Q1_SW,2,2,60,90.0,0.6667,4.436
train,without_mine,best 1039,best,80,1,expander,expansion,enemy,Q3_NE,1.0,2.422921,chosen_action,,0.0,0.0,0.103888,0.199379,0.25512,0.0,2.422921,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
