split,category,lineup,player,step,target_win,role,phase,target_owner_group,target_quadrant,action_target,sample_weight,sample_kind,compare_target_id,sun_penalty,long_flight_penalty,opportunity_penalty,overtake_bonus,board_ownership_bonus,projected_overtake_count,overtake_focus_weight,trend_identity,pressure_reason,pressure_target_id,pressure_quadrant,pressure_source_count,pressure_fleet_count,pressure_hostile_ships,pressure_projected_defense,pressure_defense_ratio,pressure_eta_spread,group,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200
train,without_mine,intruder 1200,1200,50,0,expander,attack,neutral,Q1_SW,0.324301,1.958431,chosen_action,,0.0,0.0,0.0,0.174486,0.399751,0.0,1.958431,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0,0,0.1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.1,0.065,0.25,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.0275,0.03,0.0,0.125,0.0,0.0,1.0,0.03111111111111111,0.075,0.05444444444444444,0.0,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.07083333333333333,0.12,0.0,0.125,0.06,0.09083333333333334,1.0,0.0,0.0,0.06444444444444444,0.0,0.05611111111111111,0.0375,0.0,0.25,0.006666666666666667,0.0575,0.06,0.0,0.125,0.04,0.0175,1.0,0.013888888888888888,0.05,0.0077777777777777776,0.0,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.75,0.3340666666666667,0.14446666666666666,0.20639166666666667,0.249475,0.08,0.0222,0.75,0.03125,0.21875,0.4375,0.5625,0.0,0.5625,0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2675664375937365,0.1322046722034811,0.20639118668513487,0.10384453579349683,0.07791203058145423,0.08713747939861362,0.1249436577440829,0.2675664375937365,0.061175250908601625,0.1249436577440829,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.20625,0.6,1.0,0.0,0.0,1.0,-0.11583333333333333,0.5158,0.14439817453074627,0.13125,0.2,1.0,0.0,0.0,1.0,0.0,-0.11583333333333333,0.4751,0.17531756524964284,1.0,0.0,0.0,0.0,0.0,0.1113289550036736,0.16875,0.8181818181818182,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.6666666666666666,0.4375,0.5,0.475,0.475,0.475,0.475,0.5041666666666668,0.28500000000000014,0.3664285714285716,0.21277777777777776,0.11968749999999986,0.14730769230769214,0.0,0.0,0.0,0.15444444444444444,0.39975111111111106,0.17448615007215,0.0,0.0,0.0,1.0,0.0,0.12833333333333333,0.225,0.25,0.03111111111111111,0.0275,0.06277777777777778,0.05444444444444444,0.0,0.0,0.0,0.24970997454044067,0.0,0.040063258064272154,0.040063258064272154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727
train,without_mine,intruder 1200,1200,50,0,expander,attack,friendly,Q2_NW,0.274035,1.678561,chosen_action,,0.0,0.0314,0.031647,0.191541,0.16212,0.0,1.678561,neutral,neutral,,,0,0,0,0.0,0.0,0.0,0,0.1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.1,0.065,0.25,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.0275,0.03,0.0,0.125,0.0,0.0,1.0,0.03111111111111111,0.075,0.05444444444444444,0.0,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.07083333333333333,0.12,0.0,0.125,0.06,0.09083333333333334,1.0,0.0,0.0,0.06444444444444444,0.0,0.05611111111111111,0.0375,0.0,0.25,0.006666666666666667,0.0575,0.06,0.0,0.125,0.04,0.0175,1.0,0.013888888888888888,0.05,0.0077777777777777776,0.0,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.75,0.3340666666666667,0.14446666666666666,0.20639166666666667,0.249475,0.08,0.0222,0.75,0.03125,0.21875,0.4375,0.5625,0.0,0.5625,0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15827340399185966,0.1131857493576032,0.19180491600258356,0.10231248865918122,0.08900335009718277,0.2069574399676073,0.13846265192398224,0.2069574399676073,0.015152523965023729,0.13846265192398224,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2375,0.4,0.0,1.0,0.0,1.0,0.095,0.7302,0.5038042764393995,0.08125,0.6,0.0,1.0,0.0,0.0,1.0,0.095,0.7662,0.31012779094279525,1.0,1.0,1.0,1.0,0.0,0.20383944750706182,0.1875,0.7894736842105263,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5041666666666668,0.28500000000000014,0.3664285714285716,0.32166666666666666,0.18093749999999992,0.2226923076923076,0.0,0.0,0.0,0.0,0.16212,0.19154122077922076,0.0,0.0,0.0,0.0,1.0,0.12833333333333333,0.225,0.25,0.0,0.07083333333333333,0.05611111111111111,0.06444444444444444,0.09083333333333334,0.0,0.0,0.5038900911408107,0.08722342447414404,0.029929135730291948,0.04575255717919912,0.01582342144890717,0.0,0.03140043281069185,0.03164684289781434,0.0,0.0,0.0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,50,0,expander,attack,friendly,Q2_NW,0.315161,1.917639,chosen_action,,0.0,0.010051,0.0,0.259027,0.21924,0.0,1.917639,neutral,neutral,,,0,0,0,0.0,0.0,0.0,0,0.1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.1,0.065,0.25,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.0275,0.03,0.0,0.125,0.0,0.0,1.0,0.03111111111111111,0.075,0.05444444444444444,0.0,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.07083333333333333,0.12,0.0,0.125,0.06,0.09083333333333334,1.0,0.0,0.0,0.06444444444444444,0.0,0.05611111111111111,0.0375,0.0,0.25,0.006666666666666667,0.0575,0.06,0.0,0.125,0.04,0.0175,1.0,0.013888888888888888,0.05,0.0077777777777777776,0.0,0.06277777777777778,0.0375,0.0,0.25,0.013333333333333334,0.75,0.3340666666666667,0.14446666666666666,0.20639166666666667,0.249475,0.08,0.0222,0.75,0.03125,0.21875,0.4375,0.5625,0.0,0.5625,0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19835707935581498,0.10667225600633383,0.1390542073274615,0.09398391065909496,0.10065323277972912,0.21982534115370353,0.14145397271786217,0.21982534115370353,0.02146826179788855,0.14145397271786217,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08125,0.6,0.0,1.0,0.0,1.0,0.095,0.7662,0.31012779094279525,0.13125,0.8,0.0,1.0,0.0,0.0,1.0,0.095,0.8092,0.38198613510572194,1.0,1.0,1.0,1.0,0.0,0.12919895477348103,0.03125,0.38461538461538464,-0.10625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5041666666666668,0.28500000000000014,0.3664285714285716,0.435,0.24468749999999986,0.301153846153846,0.0,0.0,0.0,0.0,0.21924,0.2590272467532467,0.0,0.0,0.0,0.0,1.0,0.12833333333333333,0.225,0.25,0.0,0.07083333333333333,0.05611111111111111,0.06444444444444444,0.09083333333333334,0.0,0.0,0.444586753733241,0.02792008706657434,0.07215146282777195,0.02564940390373846,0.0,0.0,0.010051231343966762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,60,1,expander,attack,friendly,Q3_NE,1.0,1.393151,chosen_action,,0.0,0.0,0.029912,0.059368,0.18568,0.0,1.393151,pressured,concentrated_inbound,15,Q3_NE,2,2,29,53.0,0.5472,4.579,0,0.12,0.5,1.0,0.0,0.085,0.12,0.0,0.125,0.08,0.09,1.0,0.0,0.0,0.0,0.0,0.06277777777777778,0.0375,0.0,0.1875,0.014444444444444444,0.0725,0.09,0.0,0.0,0.0725,0.14916666666666667,0.0,0.010555555555555556,0.03333333333333333,0.016666666666666666,0.25,0.051111111111111114,0.03125,0.0,0.125,0.014444444444444444,0.03333333333333333,0.06,0.0,0.125,0.0325,0.03,0.0,0.019444444444444445,0.08333333333333333,0.03611111111111111,0.25,0.03888888888888889,0.0125,0.0,0.125,0.0,0.06166666666666667,0.08,0.0,0.125,0.043333333333333335,0.0975,0.0,0.030555555555555555,0.06666666666666667,0.05611111111111111,0.25,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.25,0.3511416666666667,0.17565833333333333,0.25003333333333333,0.3323083333333333,0.105,0.07185,0.42857142857142855,0.23809523809523808,0.21428571428571427,0.38095238095238093,0.5,0.0,0.5,0.2,0.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08436912885461474,0.08469223800282875,0.2052508414425564,0.09674076717726487,0.07082707183266937,0.2728877758126664,0.18523217687739946,0.2728877758126664,0.06763693437010998,0.18523217687739946,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1625,0.6,0.0,1.0,0.0,0.0,0.029166666666666667,0.5568,0.3827972593518458,0.1375,0.2,1.0,0.0,0.0,0.0,0.0,0.029166666666666667,0.4806,0.29028064289909206,1.0,0.0,0.0,0.0,0.0,0.11276126907958178,0.1625,1.0,0.01875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18568,0.059368000000000004,0.0,1.0,0.0,0.0,0.0,0.06055555555555556,0.18333333333333332,0.75,0.030555555555555555,0.06166666666666667,0.028333333333333332,0.05611111111111111,0.0975,0.0,0.0,0.2569566304360165,0.0,0.02802103542315451,0.04297680801115791,0.014955772588003402,0.0,0.0,0.029911545176006804,0.0,0.0,0.0,1.0,0.0,0.0
train,without_mine,intruder 1200,intruder,60,1,expander,attack,unknown,unknown,0.599747,1.0,chosen_action,,0.0,0.18,0.040253,0.0,0.0,0.0,1.0,pressured,concentrated_inbound,15,Q3_NE,2,2,29,53.0,0.5472,4.579,0,0.12,0.5,1.0,0.0,0.085,0.12,0.0,0.125,0.08,0.09,1.0,0.0,0.0,0.0,0.0,0.06277777777777778,0.0375,0.0,0.1875,0.014444444444444444,0.0725,0.09,0.0,0.0,0.0725,0.14916666666666667,0.0,0.010555555555555556,0.03333333333333333,0.016666666666666666,0.25,0.051111111111111114,0.03125,0.0,0.125,0.014444444444444444,0.03333333333333333,0.06,0.0,0.125,0.0325,0.03,0.0,0.019444444444444445,0.08333333333333333,0.03611111111111111,0.25,0.03888888888888889,0.0125,0.0,0.125,0.0,0.06166666666666667,0.08,0.0,0.125,0.043333333333333335,0.0975,0.0,0.030555555555555555,0.06666666666666667,0.05611111111111111,0.25,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.25,0.3511416666666667,0.17565833333333333,0.25003333333333333,0.3323083333333333,0.105,0.07185,0.42857142857142855,0.23809523809523808,0.21428571428571427,0.38095238095238093,0.5,0.0,0.5,0.2,0.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07917424690697948,0.09844917500128307,0.23407665210006723,0.10853526183978851,0.06393116385095772,0.24591391845707086,0.16991958184385317,0.24591391845707086,0.011837266357003634,0.16991958184385317,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1625,0.4,0.0,1.0,0.0,0.0,-0.03,0.6697,0.5569937920927941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1625,1.0,0.1625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06055555555555556,0.18333333333333332,0.75,0.019444444444444445,0.03333333333333333,0.03888888888888889,0.03611111111111111,0.03,0.0,1.0,1.0,0.5833333333333334,0.0,0.020126451964177127,0.020126451964177127,0.0,0.18,0.040252903928354254,0.0,0.0,0.0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,60,1,expander,attack,friendly,Q3_NE,1.0,1.472894,chosen_action,,0.0,0.0,0.0,0.099704,0.17304,0.0,1.472894,pressured,concentrated_inbound,15,Q3_NE,2,2,29,53.0,0.5472,4.579,0,0.12,0.5,1.0,0.0,0.085,0.12,0.0,0.125,0.08,0.09,1.0,0.0,0.0,0.0,0.0,0.06277777777777778,0.0375,0.0,0.1875,0.014444444444444444,0.0725,0.09,0.0,0.0,0.0725,0.14916666666666667,0.0,0.010555555555555556,0.03333333333333333,0.016666666666666666,0.25,0.051111111111111114,0.03125,0.0,0.125,0.014444444444444444,0.03333333333333333,0.06,0.0,0.125,0.0325,0.03,0.0,0.019444444444444445,0.08333333333333333,0.03611111111111111,0.25,0.03888888888888889,0.0125,0.0,0.125,0.0,0.06166666666666667,0.08,0.0,0.125,0.043333333333333335,0.0975,0.0,0.030555555555555555,0.06666666666666667,0.05611111111111111,0.25,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.25,0.3511416666666667,0.17565833333333333,0.25003333333333333,0.3323083333333333,0.105,0.07185,0.42857142857142855,0.23809523809523808,0.21428571428571427,0.38095238095238093,0.5,0.0,0.5,0.2,0.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09314846453065811,0.09795701765476532,0.2156754634126913,0.10256666736956391,0.07758731970954466,0.24311169076609204,0.16995337655668466,0.24311169076609204,0.027436227353400733,0.16995337655668466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1625,0.8,0.0,1.0,0.0,0.0,0.029166666666666667,0.6614,0.5066227634590037,0.1625,0.6,0.0,1.0,0.0,0.0,0.0,0.029166666666666667,0.5568,0.3827972593518458,1.0,0.0,0.0,0.0,0.0,0.12919895477348098,0.1625,1.0,-0.00625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.3433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.17303999999999997,0.099704,0.0,1.0,0.0,0.0,0.0,0.06055555555555556,0.18333333333333332,0.75,0.030555555555555555,0.06166666666666667,0.028333333333333332,0.05611111111111111,0.0975,0.0,0.0,0.2651472321370958,0.0,0.04887779418211738,0.020680569783235736,0.0,0.0,0.0,0.0,1.0,0.732265703074592,1.0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,60,0,expander,attack,enemy,Q2_NW,0.443038,3.0078,chosen_action,,0.0,0.001252,0.0,0.325394,0.16804,0.0,3.0078,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0,0,0.12,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056666666666666664,0.1,0.06,0.25,0.06277777777777778,0.0375,0.0,0.1875,0.014444444444444444,0.015833333333333335,0.04,0.0,0.25,0.0,0.025,1.0,0.04833333333333333,0.075,0.09944444444444445,0.0,0.051111111111111114,0.03125,0.0,0.125,0.014444444444444444,0.029166666666666667,0.1,0.0,0.125,0.015,0.05416666666666667,1.0,0.022222222222222223,0.05,0.02,0.0,0.03888888888888889,0.0125,0.0,0.125,0.0,0.04583333333333333,0.08,0.0,0.25,0.025833333333333333,0.08416666666666667,1.0,0.04111111111111111,0.06666666666666667,0.065,0.0,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.75,0.303025,0.18488333333333332,0.15705833333333333,0.2559916666666667,0.1425,0.03645,0.6491228070175439,0.17543859649122806,0.17543859649122806,0.45614035087719296,0.543859649122807,0.0,0.543859649122807,0.175,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2978285396340108,0.16969906656293793,0.14446994448859488,0.09914524411105546,0.06670301574991092,0.10893996082176675,0.11321422863172323,0.2978285396340108,0.12812947307107286,0.11321422863172323,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10625,0.6,1.0,0.0,0.0,1.0,0.03,0.5065,0.14439817453074627,0.00625,0.2,1.0,0.0,0.0,0.0,0.0,0.03,0.3808,0.29028064289909206,1.0,1.0,1.0,1.0,0.0,0.14861944716263956,0.10625,1.0,0.09375,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076666666666668,0.5697777777777776,0.7325714285714283,0.135,0.14048437499999977,0.17290384615384588,0.0,1.0,1.0,0.0,0.16804000000000002,0.3253939675324674,1.0,0.0,0.0,0.0,0.0,0.16833333333333333,0.2916666666666667,0.25,0.022222222222222223,0.029166666666666667,0.03888888888888889,0.02,0.05416666666666667,0.0,0.0,0.4201441722317932,0.00347750556512653,0.04503742726909866,0.04503742726909866,0.0,0.0,0.0012519020034455508,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334
train,without_mine,intruder 1200,1200,60,0,anchor,attack,enemy,Q1_SW,0.412214,3.567786,chosen_action,,0.0,0.18,0.042798,0.513224,0.248924,0.0,3.567786,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0,0,0.12,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056666666666666664,0.1,0.06,0.25,0.06277777777777778,0.0375,0.0,0.1875,0.014444444444444444,0.015833333333333335,0.04,0.0,0.25,0.0,0.025,1.0,0.04833333333333333,0.075,0.09944444444444445,0.0,0.051111111111111114,0.03125,0.0,0.125,0.014444444444444444,0.029166666666666667,0.1,0.0,0.125,0.015,0.05416666666666667,1.0,0.022222222222222223,0.05,0.02,0.0,0.03888888888888889,0.0125,0.0,0.125,0.0,0.04583333333333333,0.08,0.0,0.25,0.025833333333333333,0.08416666666666667,1.0,0.04111111111111111,0.06666666666666667,0.065,0.0,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.75,0.303025,0.18488333333333332,0.15705833333333333,0.2559916666666667,0.1425,0.03645,0.6491228070175439,0.17543859649122806,0.17543859649122806,0.45614035087719296,0.543859649122807,0.0,0.543859649122807,0.175,0.075,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30302299608551675,0.14249383104113508,0.15209539860516522,0.11381343511091756,0.0781544093808019,0.0874629701787766,0.12295695959768692,0.30302299608551675,0.15092759748035153,0.30302299608551675,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.075,0.6,1.0,0.0,0.0,1.0,-0.19333333333333333,0.5014,0.14439817453074627,0.45,0.4,0.0,1.0,0.0,0.0,0.0,-0.19333333333333333,0.2994,0.556993792092794,1.0,0.0,0.0,0.0,0.0,0.46641206173691463,0.0625,0.8333333333333334,-0.39375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5076666666666668,0.5697777777777776,0.7325714285714283,0.31999999999999995,0.3330000000000002,0.4098461538461541,0.0,1.0,1.0,0.2577777777777778,0.24892444444444445,0.5132242193362194,1.0,0.0,0.0,0.0,0.0,0.16833333333333333,0.2916666666666667,0.25,0.04833333333333333,0.015833333333333335,0.051111111111111114,0.09944444444444445,0.025,0.0,0.0,1.0,1.0,0.001344546828666548,0.022743330229335692,0.02139878340066914,0.0,0.18,0.04279756680133828,0.0,0.0,0.0,0.0,0.0,-0.9212598425196851
train,without_mine,intruder 1200,intruder,70,1,expander,attack,friendly,Q1_SW,0.071189,1.452233,chosen_action,,0.95,0.0,0.037202,0.095348,0.16548,0.0,1.452233,pressured,concentrated_inbound,15,Q0_SE,2,2,19,27.0,0.7037,5.491,0,0.14,0.5,1.0,0.0,0.0775,0.13,0.0,0.125,0.0475,0.0,1.0,0.0,0.0,0.011111111111111112,0.0,0.06166666666666667,0.03125,0.0,0.1875,0.013333333333333334,0.2941666666666667,0.15,0.0,0.25,0.21666666666666667,0.0,1.0,0.008888888888888889,0.008333333333333333,0.011666666666666667,0.0,0.035,0.0125,0.0,0.125,0.0,0.06166666666666667,0.12,0.0,0.125,0.043333333333333335,0.15,0.0,0.008888888888888889,0.03333333333333333,0.04555555555555556,0.25,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.013333333333333334,0.01,0.0,0.125,0.0,0.2925,0.0,0.05333333333333334,0.13333333333333333,0.07888888888888888,0.25,0.02722222222222222,0.00625,0.0,0.0625,0.0,0.5,0.3310416666666667,0.17763333333333334,0.216975,0.3470333333333333,0.145,0.1108,0.3620689655172414,0.25862068965517243,0.29310344827586204,0.39655172413793105,0.5172413793103449,0.0,0.5172413793103449,0.275,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1596416623495146,0.11900685123791267,0.13605581986295656,0.09570762476525532,0.1150678061115784,0.251974059565388,0.12254617610739443,0.251974059565388,0.09233239721587339,0.12254617610739443,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.53125,0.4,0.0,1.0,0.0,1.0,0.29833333333333334,0.6155,0.3311668694112781,0.48125,0.4,0.0,1.0,0.0,0.0,1.0,0.29833333333333334,0.5642,0.4924504426280158,1.0,1.0,1.0,1.0,0.0,0.1700183202156552,0.53125,1.0,0.04375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16548,0.09534799999999999,0.0,1.0,0.0,0.0,0.0,0.07111111111111111,0.175,0.5,0.008888888888888889,0.2941666666666667,0.035,0.011666666666666667,0.0,1.0,0.0,0.3147076193403386,0.0,0.020374430295082124,0.038975571772292744,0.01860114147721062,0.95,0.0,0.03720228295442124,0.0,0.0,0.0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,70,1,expander,attack,friendly,Q2_NW,0.889724,1.578491,chosen_action,,0.0,0.18,0.004968,0.121968,0.21168,0.0,1.578491,pressured,concentrated_inbound,15,Q0_SE,2,2,19,27.0,0.7037,5.491,0,0.14,0.5,1.0,0.0,0.0775,0.13,0.0,0.125,0.0475,0.0,1.0,0.0,0.0,0.011111111111111112,0.0,0.06166666666666667,0.03125,0.0,0.1875,0.013333333333333334,0.2941666666666667,0.15,0.0,0.25,0.21666666666666667,0.0,1.0,0.008888888888888889,0.008333333333333333,0.011666666666666667,0.0,0.035,0.0125,0.0,0.125,0.0,0.06166666666666667,0.12,0.0,0.125,0.043333333333333335,0.15,0.0,0.008888888888888889,0.03333333333333333,0.04555555555555556,0.25,0.028333333333333332,0.0125,0.0,0.0625,0.0011111111111111111,0.013333333333333334,0.01,0.0,0.125,0.0,0.2925,0.0,0.05333333333333334,0.13333333333333333,0.07888888888888888,0.25,0.02722222222222222,0.00625,0.0,0.0625,0.0,0.5,0.3310416666666667,0.17763333333333334,0.216975,0.3470333333333333,0.145,0.1108,0.3620689655172414,0.25862068965517243,0.29310344827586204,0.39655172413793105,0.5172413793103449,0.0,0.5172413793103449,0.275,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17380069572467932,0.1318163020730347,0.12488367930528188,0.10490525839701857,0.11451214818502642,0.23382212757262658,0.11625978874233246,0.23382212757262658,0.060021431847947254,0.11625978874233246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4125,0.6,0.0,1.0,0.0,1.0,0.29833333333333334,0.7367,0.4938321697248067,0.075,0.8,0.0,1.0,0.0,0.0,0.0,0.15,0.6139,0.3956299104450464,0.0,1.0,1.0,1.0,0.3333333333333333,0.6258803294777803,0.4125,1.0,0.33125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.21168,0.12196800000000001,0.0,1.0,0.0,0.0,0.0,0.07111111111111111,0.175,0.5,0.008888888888888889,0.06166666666666667,0.028333333333333332,0.04555555555555556,0.15,0.0,0.0,1.0,1.0,0.007726383906285953,0.0102106195487108,0.002484235642424846,0.0,0.18,0.004968471284849692,0.0,0.0,0.0,0.0,0.0,0.0
