split,category,lineup,player,step,target_win,role,phase,target_owner_group,target_quadrant,action_target,sample_weight,sample_kind,compare_target_id,sun_penalty,long_flight_penalty,opportunity_penalty,overtake_bonus,board_ownership_bonus,projected_overtake_count,overtake_focus_weight,trend_identity,pressure_reason,pressure_target_id,pressure_quadrant,pressure_source_count,pressure_fleet_count,pressure_hostile_ships,pressure_projected_defense,pressure_defense_ratio,pressure_eta_spread
train,without_mine,best smith,smith,50,0,sweeper,attack,enemy,Q1_SW,0.523765,4.596448,chosen_action,,0.0,0.18,0.009415,0.527273,0.319253,1.0,4.596448,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,best,60,1,expander,attack,enemy,Q3_NE,0.583233,2.181167,chosen_action,,0.0,0.140385,0.010527,0.167193,0.133262,0.0,2.181167,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,smith,70,0,sweeper,attack,enemy,Q0_SE,0.573647,4.975028,chosen_action,,0.0,0.18,0.002943,0.621757,0.431711,1.0,4.975028,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,smith,70,0,sweeper,attack,enemy,Q1_SW,0.553858,4.821974,chosen_action,,0.0,0.18,0.002918,0.591075,0.372884,1.0,4.821974,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,smith,80,0,shield,attack,enemy,Q1_SW,0.53383,4.546485,chosen_action,,0.0,0.18,0.0,0.785081,0.490587,0.0,4.546485,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,best,90,1,sweeper,attack,friendly,Q0_SE,0.086504,1.666328,chosen_action,,0.95,0.18,0.000615,0.116964,0.28564,0.0,1.666328,pressured,concentrated_inbound,17,Q1_SW,4,4,104,156.0,0.6667,4.529
train,without_mine,best smith,smith,90,0,anchor,attack,enemy,Q1_SW,0.454722,3.836717,chosen_action,,0.0,0.18,0.023398,0.574696,0.338849,0.0,3.836717,pressured,concentrated_inbound,10,Q3_NE,2,2,177,60.0,2.95,2.301
train,without_mine,best smith,best,120,1,expander,attack,enemy,Q2_NW,1.0,2.561196,chosen_action,,0.0,0.0,0.0,0.227773,0.307067,0.0,2.561196,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,best,120,1,battery,attack,enemy,Q2_NW,0.586756,2.527527,chosen_action,,0.0,0.147354,0.045146,0.220675,0.294747,0.0,2.527527,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best smith,best,120,1,feeder,attack,enemy,Q2_NW,0.582218,2.448712,chosen_action,,0.0,0.18,0.006862,0.204057,0.265907,0.0,2.448712,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,0,0,anchor,initiation,neutral,Q0_SE,0.133844,1.777974,chosen_action,,0.0,0.158671,0.4,0.107571,0.38504,0.0,1.777974,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,0,1,anchor,initiation,neutral,Q2_NW,0.262907,1.777974,chosen_action,,0.0,0.158671,0.4,0.107571,0.38504,0.0,1.777974,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,40,1,expander,established,friendly,Q3_NE,1.0,3.437103,chosen_action,,0.0,0.006238,0.0,0.40781,0.4136,1.0,3.437103,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,40,1,expander,established,unknown,unknown,0.570391,1.0,chosen_action,,0.0,0.18,0.069609,0.0,0.0,0.0,1.0,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,50,0,attacker,attack,enemy,Q1_SW,0.495881,3.313214,chosen_action,,0.0,0.0,0.0,0.460705,0.15372,0.0,3.313214,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,50,0,expander,attack,friendly,Q0_SE,0.259881,1.794199,chosen_action,,0.0,0.18,0.031128,0.189301,0.25176,0.0,1.794199,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,50,0,expander,attack,friendly,Q0_SE,0.382473,2.489167,chosen_action,,0.0,0.0,0.0,0.385474,0.4178,0.0,2.489167,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,50,0,feeder,attack,friendly,Q0_SE,0.390846,2.489167,chosen_action,,0.0,0.0,0.0,0.385474,0.4178,0.0,2.489167,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,50,1,expander,established,friendly,Q2_NW,1.0,1.507328,chosen_action,,0.0,0.0,0.0,0.106964,0.18564,0.0,1.507328,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,60,1,anchor,attack,enemy,Q1_SW,0.476106,2.106593,chosen_action,,0.0,0.18,0.068373,0.153333,0.102662,0.0,2.106593,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,60,1,expander,attack,friendly,Q3_NE,1.0,2.004546,chosen_action,,0.0,0.012326,0.0,0.188273,0.4094,0.0,2.004546,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,60,1,expander,attack,friendly,Q1_SW,0.993121,2.177019,chosen_action,,0.0,0.028485,0.0,0.221762,0.477622,0.0,2.177019,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,70,0,expander,attack,friendly,Q1_SW,0.160898,1.31977,chosen_action,,0.0,0.0,0.4,0.08689,0.082396,0.0,1.31977,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,70,1,expander,attack,enemy,Q1_SW,1.0,2.390782,chosen_action,,0.0,0.0,0.0,0.192603,0.24336,0.0,2.390782,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,70,1,expander,established,friendly,Q2_NW,1.0,1.140032,chosen_action,,0.0,0.0,0.01219,0.029524,0.05124,0.0,1.140032,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,70,1,anchor,established,neutral,Q1_SW,0.442994,1.865206,chosen_action,,0.0,0.18,0.069848,0.125963,0.41696,0.0,1.865206,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,70,1,expander,established,friendly,Q3_NE,0.970795,2.004546,chosen_action,,0.0,0.028485,0.0,0.188273,0.4094,0.0,2.004546,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,80,0,expander,attack,friendly,Q0_SE,0.283501,1.65395,chosen_action,,0.0,0.0,0.0,0.184594,0.15624,0.0,1.65395,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,80,0,feeder,attack,friendly,Q0_SE,0.256687,1.65395,chosen_action,,0.0,0.020498,0.0,0.184594,0.15624,0.0,1.65395,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,80,1,expander,established,friendly,Q1_SW,0.90358,2.03898,chosen_action,,0.0,0.18,0.05104,0.195533,0.422,0.0,2.03898,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,80,1,attacker,established,friendly,Q1_SW,1.0,2.03898,chosen_action,,0.0,0.0,0.0,0.195533,0.422,0.0,2.03898,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,90,0,expander,attack,enemy,Q1_SW,0.513271,3.715477,chosen_action,,0.0,0.17665,0.0,0.506469,0.370333,0.0,3.715477,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,90,1,expander,established,friendly,Q3_NE,0.977404,2.004546,chosen_action,,0.0,0.15277,0.0,0.188273,0.4094,0.0,2.004546,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,90,1,expander,established,friendly,Q1_SW,1.0,2.050458,chosen_action,,0.0,0.0,0.0,0.197953,0.4262,0.0,2.050458,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,best,100,0,expander,attack,friendly,Q0_SE,0.251573,1.491367,chosen_action,,0.0,0.0,0.056785,0.129291,0.134124,0.0,1.491367,pressured,concentrated_inbound,13,Q0_SE,2,2,227,101.0,2.2475,2.751
train,without_mine,best intruder,best,100,0,anchor,attack,friendly,Q0_SE,0.338623,2.139071,chosen_action,,0.0,0.0,0.0,0.277241,0.350884,0.0,2.139071,pressured,concentrated_inbound,13,Q0_SE,2,2,227,101.0,2.2475,2.751
train,without_mine,best intruder,best,110,0,expander,attack,friendly,Q0_SE,0.23279,1.881794,chosen_action,,0.0,0.0,0.4,0.239144,0.228036,0.0,1.881794,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,110,1,expander,established,friendly,Q0_SE,1.0,2.016024,chosen_action,,0.0,0.0,0.0,0.190693,0.4136,0.0,2.016024,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best intruder,intruder,120,1,expander,established,friendly,Q0_SE,1.0,2.016024,chosen_action,,0.0,0.0,0.0,0.190693,0.4136,0.0,2.016024,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,0,1,anchor,initiation,neutral,Q0_SE,0.322136,1.91571,chosen_action,,0.0,0.117227,0.4,0.136611,0.43544,0.0,1.91571,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,0,0,anchor,initiation,neutral,Q2_NW,0.159917,1.91571,chosen_action,,0.0,0.117227,0.4,0.136611,0.43544,0.0,1.91571,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,20,0,anchor,expansion,neutral,Q1_SW,0.265018,2.603947,chosen_action,,0.0,0.18,0.187306,0.369039,0.53204,0.0,2.603947,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,30,0,expander,expansion,neutral,Q1_SW,0.171568,2.205147,chosen_action,,0.0,0.18,0.4,0.255935,0.437707,0.0,2.205147,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,40,1,expander,expansion,neutral,Q1_SW,1.0,1.922596,chosen_action,,0.0,0.0,0.0,0.138063,0.43796,0.0,1.922596,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,50,0,expander,expansion,neutral,Q2_NW,0.166674,1.46871,chosen_action,,0.0,0.069886,0.177218,0.083471,0.1988,0.0,1.46871,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,60,0,expander,expansion,enemy,Q1_SW,0.472717,4.130209,chosen_action,,0.0,0.18,0.118303,0.682535,0.364538,0.0,4.130209,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,1039,80,0,expander,expansion,enemy,Q0_SE,0.52179,5.073317,chosen_action,,0.95,0.18,0.188406,0.899261,0.677844,0.0,5.073317,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,90,1,expander,expansion,enemy,Q2_NW,1.0,2.61116,chosen_action,,0.0,0.0,0.0,0.239067,0.324,0.0,2.61116,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1039,best,90,1,expander,expansion,neutral,Q0_SE,0.892154,1.676967,chosen_action,,0.0,0.053498,0.142884,0.086275,0.34808,0.0,1.676967,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,0,0,anchor,initiation,neutral,Q1_SW,0.153146,2.053446,chosen_action,,0.0,0.18,0.4,0.165651,0.48584,0.0,2.053446,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,best,40,1,expander,expansion,neutral,Q1_SW,0.727069,1.975395,chosen_action,,0.0,0.0,0.4,0.149195,0.45728,0.0,1.975395,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,40,0,expander,expansion,neutral,Q3_NE,0.182524,2.291036,chosen_action,,0.0,0.18,0.4,0.280712,0.45728,0.0,2.291036,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,40,0,anchor,expansion,friendly,Q3_NE,0.200838,2.191491,chosen_action,,0.0,0.18,0.299991,0.301447,0.34668,0.0,2.191491,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,50,0,expander,expansion,neutral,Q2_NW,0.255776,1.830458,chosen_action,,0.0,0.0,0.225981,0.150702,0.34724,0.0,1.830458,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,50,0,expander,expansion,neutral,Q2_NW,0.227714,1.830458,chosen_action,,0.0,0.0,0.4,0.150702,0.34724,0.0,1.830458,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,50,0,expander,expansion,neutral,Q3_NE,0.1604,1.715607,chosen_action,,0.0,0.18,0.143243,0.118282,0.3198,0.0,1.715607,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,50,0,expander,expansion,neutral,Q2_NW,0.271582,1.742947,chosen_action,,0.0,0.0,0.121299,0.160881,0.26432,0.0,1.742947,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,70,0,expander,attack,enemy,Q3_NE,0.339582,3.435779,chosen_action,,0.0,0.18,0.4,0.492739,0.18756,0.0,3.435779,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,70,0,expander,attack,friendly,Q2_NW,0.219357,1.590279,chosen_action,,0.0,0.0,0.241959,0.131739,0.20304,0.0,1.590279,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,70,0,expander,attack,friendly,Q3_NE,0.089663,1.482167,chosen_action,,0.0,0.18,0.4,0.13131,0.12372,0.0,1.482167,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,80,0,attacker,attack,enemy,Q3_NE,0.406744,3.230601,chosen_action,,0.0,0.0,0.4,0.366803,0.259462,0.0,3.230601,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,90,0,expander,attack,neutral,Q3_NE,0.140129,1.958098,chosen_action,,0.0,0.18,0.4,0.180867,0.38816,0.0,1.958098,pressured,concentrated_inbound,24,Q2_NW,2,2,127,9.0,14.1111,0.295
train,without_mine,best 1200,best,100,1,expander,established,friendly,Q1_SW,0.706516,1.521705,chosen_action,,0.0,0.068599,0.072011,0.086472,0.23272,0.0,1.521705,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,100,0,feeder,attack,friendly,Q2_NW,0.373448,2.600459,chosen_action,,0.0,0.0,0.150305,0.392033,0.488578,0.0,2.600459,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,best 1200,1200,110,0,expander,expansion,friendly,Q2_NW,0.30817,2.484311,chosen_action,,0.0,0.18,0.235174,0.33519,0.503596,0.0,2.484311,pressured,concentrated_inbound,3,Q2_NW,3,3,379,36.0,10.5278,8.849
train,without_mine,intruder 1039,1039,10,0,expander,initiation,neutral,Q1_SW,0.367585,3.258972,chosen_action,,0.0,0.18,0.354508,0.335478,0.41024,1.0,3.258972,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,30,1,expander,expansion,enemy,Q1_SW,0.594785,2.341519,chosen_action,,0.0,0.18,0.4,0.204221,0.186213,0.0,2.341519,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,30,0,expander,expansion,neutral,Q3_NE,0.347508,3.179736,chosen_action,,0.0,0.18,0.4,0.356193,0.31472,1.0,3.179736,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,40,0,expander,expansion,enemy,Q0_SE,0.56913,4.531336,chosen_action,,0.0,0.18,0.160424,0.514851,0.293107,1.0,4.531336,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,50,1,expander,expansion,neutral,Q3_NE,0.513101,2.366859,chosen_action,,0.0,0.18,0.144568,0.228947,0.605471,0.0,2.366859,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,50,1,expander,expansion,enemy,Q2_NW,0.812995,2.389357,chosen_action,,0.0,0.18,0.187984,0.213456,0.205231,0.0,2.389357,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,50,0,expander,expansion,neutral,Q3_NE,0.315555,2.055473,chosen_action,,0.0,0.0,0.104453,0.214218,0.401,0.0,2.055473,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,50,0,expander,expansion,neutral,Q2_NW,0.267905,2.066021,chosen_action,,0.0,0.18,0.169436,0.217195,0.40352,0.0,2.066021,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,60,1,expander,expansion,neutral,Q1_SW,1.0,2.255458,chosen_action,,0.0,0.122612,0.0,0.208243,0.55976,0.0,2.255458,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,60,1,expander,expansion,enemy,Q2_NW,0.75601,2.481424,chosen_action,,0.0,0.18,0.256902,0.230568,0.243009,0.0,2.481424,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,60,1,anchor,expansion,friendly,Q0_SE,0.477489,1.420095,chosen_action,,0.0,0.18,0.116752,0.088572,0.15372,0.0,1.420095,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,60,1,expander,expansion,enemy,Q3_NE,0.189547,2.455573,chosen_action,,0.95,0.18,0.4,0.226451,0.231178,0.0,2.455573,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,70,1,anchor,expansion,friendly,Q3_NE,0.482506,1.484971,chosen_action,,0.0,0.18,0.120139,0.100916,0.179831,0.0,1.484971,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,70,0,expander,expansion,enemy,Q3_NE,0.48293,3.335979,chosen_action,,0.0,0.0,0.079218,0.467828,0.15792,0.0,3.335979,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,70,0,expander,expansion,enemy,Q1_SW,0.607051,4.459788,chosen_action,,0.0,0.18,0.0,0.746024,0.4958,0.0,4.459788,overtake_window,overtake_window,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,80,1,expander,expansion,enemy,Q2_NW,1.0,3.047931,chosen_action,,0.0,0.052661,0.0,0.325404,0.494044,0.0,3.047931,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,80,1,expander,expansion,friendly,Q3_NE,0.852499,1.463711,chosen_action,,0.0,0.18,0.027373,0.097768,0.16968,0.0,1.463711,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,80,1,expander,expansion,friendly,Q1_SW,1.0,1.346636,chosen_action,,0.0,0.0,0.027899,0.073084,0.12684,0.0,1.346636,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,80,1,expander,expansion,unknown,unknown,0.613919,1.0,chosen_action,,0.0,0.18,0.026081,0.0,0.0,0.0,1.0,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,90,1,expander,expansion,neutral,Q1_SW,1.0,1.828477,chosen_action,,0.0,0.0,0.0,0.118219,0.40352,0.0,1.828477,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,90,1,expander,expansion,friendly,Q0_SE,0.95602,1.433868,chosen_action,,0.0,0.0,0.1,0.091476,0.15876,0.0,1.433868,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,90,1,expander,expansion,friendly,Q3_NE,0.869589,1.546191,chosen_action,,0.0,0.041607,0.0,0.091635,0.24168,0.0,1.546191,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,90,0,expander,attack,enemy,Q2_NW,0.400898,3.331426,chosen_action,,0.0,0.18,0.026485,0.466403,0.15708,0.0,3.331426,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,90,0,attacker,attack,enemy,Q3_NE,0.515144,3.660136,chosen_action,,0.0,0.105968,0.025337,0.497341,0.345569,0.0,3.660136,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,100,1,expander,expansion,enemy,Q2_NW,1.0,2.41833,chosen_action,,0.0,0.0,0.0,0.198411,0.25344,0.0,2.41833,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,intruder,100,1,expander,expansion,friendly,Q3_NE,0.108687,1.454529,chosen_action,,0.95,0.0,0.0,0.095832,0.16632,0.0,1.454529,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1039,1039,100,0,attacker,attack,enemy,Q2_NW,0.476278,3.39455,chosen_action,,0.0,0.0,0.150034,0.482763,0.174756,0.0,3.39455,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,0,1,expander,initiation,neutral,Q0_SE,0.901664,2.060332,chosen_action,,0.0,0.151398,0.084974,0.167103,0.48836,0.0,2.060332,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,0,0,expander,initiation,neutral,Q2_NW,0.290761,2.060332,chosen_action,,0.0,0.151398,0.084974,0.167103,0.48836,0.0,2.060332,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,10,0,expander,initiation,neutral,Q3_NE,0.26246,2.060332,chosen_action,,0.0,0.18,0.197878,0.167103,0.48836,0.0,2.060332,neutral,neutral,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,20,0,anchor,established,neutral,Q2_NW,0.495118,3.458903,chosen_action,,0.0,0.0,0.0,0.402246,0.43964,1.0,3.458903,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,30,1,expander,established,neutral,Q1_SW,1.0,1.753487,chosen_action,,0.0,0.009735,0.0,0.102408,0.37608,0.0,1.753487,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,1200,30,0,anchor,established,neutral,Q3_NE,0.195437,1.951169,chosen_action,,0.0,0.18,0.118448,0.184776,0.37608,0.0,1.951169,cash_in,cash_in,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,40,1,expander,attack,enemy,Q3_NE,0.521584,2.309787,chosen_action,,0.0,0.18,0.049094,0.198037,0.173702,0.0,2.309787,chasing_leader,leader_target,,,0,0,0,0.0,0.0,0.0
train,without_mine,intruder 1200,intruder,50,1,attacker,attack,enemy,Q3_NE,1.0,2.337261,chosen_action,,0.0,0.0,0.0,0.20452,0.182529,0.0,2.337261,pressured,concentrated_inbound,24,Q1_SW,2,2,25,35.0,0.7143,2.385
